,demand,drybulb,dewpnt,date,month,hour,day_of_week,day_of_year,weekend,holiday_name,holiday
1024045,781.0,64.0,50.0,8/30/2006,Aug,13,Wed,242,False,,False
1024046,785.0,65.0,47.0,8/30/2006,Aug,14,Wed,242,False,,False
1024047,779.0,66.0,48.0,8/30/2006,Aug,15,Wed,242,False,,False
1024048,764.0,67.0,46.0,8/30/2006,Aug,16,Wed,242,False,,False
1024049,762.0,66.0,45.0,8/30/2006,Aug,17,Wed,242,False,,False
1024050,755.0,66.0,44.0,8/30/2006,Aug,18,Wed,242,False,,False
1024051,748.0,65.0,43.0,8/30/2006,Aug,19,Wed,242,False,,False
1024052,752.0,63.0,43.0,8/30/2006,Aug,20,Wed,242,False,,False
1024053,767.0,58.0,44.0,8/30/2006,Aug,21,Wed,242,False,,False
1024054,711.0,57.0,46.0,8/30/2006,Aug,22,Wed,242,False,,False
1024055,627.0,53.0,46.0,8/30/2006,Aug,23,Wed,242,False,,False
1024056,563.0,51.0,47.0,8/30/2006,Aug,24,Wed,242,False,,False
1024057,534.0,50.0,47.0,8/31/2006,Aug,1,Thu,243,False,,False
1024058,506.0,49.0,46.0,8/31/2006,Aug,2,Thu,243,False,,False
1024059,493.0,48.0,45.0,8/31/2006,Aug,3,Thu,243,False,,False
1024060,490.0,47.0,45.0,8/31/2006,Aug,4,Thu,243,False,,False
1024061,505.0,46.0,43.0,8/31/2006,Aug,5,Thu,243,False,,False
1024062,556.0,45.0,43.0,8/31/2006,Aug,6,Thu,243,False,,False
1024063,661.0,43.0,42.0,8/31/2006,Aug,7,Thu,243,False,,False
1024064,720.0,45.0,43.0,8/31/2006,Aug,8,Thu,243,False,,False
1024065,736.0,49.0,45.0,8/31/2006,Aug,9,Thu,243,False,,False
1024066,752.0,56.0,48.0,8/31/2006,Aug,10,Thu,243,False,,False
1024067,764.0,61.0,46.0,8/31/2006,Aug,11,Thu,243,False,,False
1024068,765.0,61.0,46.0,8/31/2006,Aug,12,Thu,243,False,,False
1024069,754.0,63.0,48.0,8/31/2006,Aug,13,Thu,243,False,,False
1024070,759.0,65.0,49.0,8/31/2006,Aug,14,Thu,243,False,,False
1024071,755.0,64.0,48.0,8/31/2006,Aug,15,Thu,243,False,,False
1024072,746.0,66.0,48.0,8/31/2006,Aug,16,Thu,243,False,,False
1024073,750.0,67.0,49.0,8/31/2006,Aug,17,Thu,243,False,,False
1024074,744.0,67.0,50.0,8/31/2006,Aug,18,Thu,243,False,,False
1024075,735.0,67.0,51.0,8/31/2006,Aug,19,Thu,243,False,,False
1024076,759.0,64.0,51.0,8/31/2006,Aug,20,Thu,243,False,,False
1024077,762.0,62.0,52.0,8/31/2006,Aug,21,Thu,243,False,,False
1024078,713.0,59.0,52.0,8/31/2006,Aug,22,Thu,243,False,,False
1024079,632.0,56.0,52.0,8/31/2006,Aug,23,Thu,243,False,,False
1024080,571.0,55.0,52.0,8/31/2006,Aug,24,Thu,243,False,,False
1024081,532.0,53.0,51.0,9/1/2006,Sep,1,Fri,244,False,,False
1024082,509.0,52.0,50.0,9/1/2006,Sep,2,Fri,244,False,,False
1024083,499.0,51.0,49.0,9/1/2006,Sep,3,Fri,244,False,,False
1024084,490.0,50.0,48.0,9/1/2006,Sep,4,Fri,244,False,,False
1024085,504.0,50.0,48.0,9/1/2006,Sep,5,Fri,244,False,,False
1024086,550.0,48.0,48.0,9/1/2006,Sep,6,Fri,244,False,,False
1024087,645.0,49.0,48.0,9/1/2006,Sep,7,Fri,244,False,,False
1024088,706.0,52.0,50.0,9/1/2006,Sep,8,Fri,244,False,,False
1024089,726.0,54.0,52.0,9/1/2006,Sep,9,Fri,244,False,,False
1024090,744.0,57.0,54.0,9/1/2006,Sep,10,Fri,244,False,,False
1024091,747.0,60.0,54.0,9/1/2006,Sep,11,Fri,244,False,,False
1024092,762.0,67.0,56.0,9/1/2006,Sep,12,Fri,244,False,,False
1024093,757.0,70.0,56.0,9/1/2006,Sep,13,Fri,244,False,,False
1024094,755.0,71.0,56.0,9/1/2006,Sep,14,Fri,244,False,,False
1024095,753.0,72.0,55.0,9/1/2006,Sep,15,Fri,244,False,,False
1024096,743.0,72.0,55.0,9/1/2006,Sep,16,Fri,244,False,,False
1024097,736.0,73.0,55.0,9/1/2006,Sep,17,Fri,244,False,,False
1024098,729.0,72.0,56.0,9/1/2006,Sep,18,Fri,244,False,,False
1024099,715.0,72.0,56.0,9/1/2006,Sep,19,Fri,244,False,,False
1024100,728.0,69.0,57.0,9/1/2006,Sep,20,Fri,244,False,,False
1024101,735.0,66.0,57.0,9/1/2006,Sep,21,Fri,244,False,,False
1024102,691.0,63.0,59.0,9/1/2006,Sep,22,Fri,244,False,,False
1024103,630.0,61.0,58.0,9/1/2006,Sep,23,Fri,244,False,,False
1024104,567.0,61.0,56.0,9/1/2006,Sep,24,Fri,244,False,,False
1024105,520.0,60.0,55.0,9/2/2006,Sep,1,Sat,245,True,,False
1024106,499.0,59.0,54.0,9/2/2006,Sep,2,Sat,245,True,,False
1024107,484.0,58.0,54.0,9/2/2006,Sep,3,Sat,245,True,,False
1024108,475.0,58.0,54.0,9/2/2006,Sep,4,Sat,245,True,,False
1024109,478.0,56.0,53.0,9/2/2006,Sep,5,Sat,245,True,,False
1024110,493.0,56.0,52.0,9/2/2006,Sep,6,Sat,245,True,,False
1024111,523.0,55.0,52.0,9/2/2006,Sep,7,Sat,245,True,,False
1024112,576.0,57.0,52.0,9/2/2006,Sep,8,Sat,245,True,,False
1024113,628.0,58.0,52.0,9/2/2006,Sep,9,Sat,245,True,,False
1024114,670.0,62.0,52.0,9/2/2006,Sep,10,Sat,245,True,,False
1024115,678.0,65.0,51.0,9/2/2006,Sep,11,Sat,245,True,,False
1024116,677.0,69.0,50.0,9/2/2006,Sep,12,Sat,245,True,,False
1024117,664.0,69.0,48.0,9/2/2006,Sep,13,Sat,245,True,,False
1024118,659.0,69.0,47.0,9/2/2006,Sep,14,Sat,245,True,,False
1024119,649.0,69.0,47.0,9/2/2006,Sep,15,Sat,245,True,,False
1024120,646.0,67.0,47.0,9/2/2006,Sep,16,Sat,245,True,,False
1024121,658.0,67.0,49.0,9/2/2006,Sep,17,Sat,245,True,,False
1024122,671.0,67.0,52.0,9/2/2006,Sep,18,Sat,245,True,,False
1024123,674.0,66.0,46.0,9/2/2006,Sep,19,Sat,245,True,,False
1024124,684.0,64.0,46.0,9/2/2006,Sep,20,Sat,245,True,,False
1024125,682.0,62.0,46.0,9/2/2006,Sep,21,Sat,245,True,,False
1024126,642.0,62.0,44.0,9/2/2006,Sep,22,Sat,245,True,,False
1024127,583.0,59.0,45.0,9/2/2006,Sep,23,Sat,245,True,,False
1024128,539.0,57.0,45.0,9/2/2006,Sep,24,Sat,245,True,,False
1024129,494.0,58.0,43.0,9/3/2006,Sep,1,Sun,246,True,,False
1024130,474.0,57.0,44.0,9/3/2006,Sep,2,Sun,246,True,,False
1024131,464.0,54.0,50.0,9/3/2006,Sep,3,Sun,246,True,,False
1024132,457.0,53.0,50.0,9/3/2006,Sep,4,Sun,246,True,,False
1024133,460.0,54.0,50.0,9/3/2006,Sep,5,Sun,246,True,,False
1024134,475.0,54.0,50.0,9/3/2006,Sep,6,Sun,246,True,,False
1024135,501.0,54.0,50.0,9/3/2006,Sep,7,Sun,246,True,,False
1024136,547.0,56.0,51.0,9/3/2006,Sep,8,Sun,246,True,,False
1024137,608.0,57.0,52.0,9/3/2006,Sep,9,Sun,246,True,,False
1024138,650.0,58.0,53.0,9/3/2006,Sep,10,Sun,246,True,,False
1024139,672.0,62.0,56.0,9/3/2006,Sep,11,Sun,246,True,,False
1024140,681.0,66.0,55.0,9/3/2006,Sep,12,Sun,246,True,,False
1024141,678.0,67.0,55.0,9/3/2006,Sep,13,Sun,246,True,,False
1024142,664.0,68.0,55.0,9/3/2006,Sep,14,Sun,246,True,,False
1024143,656.0,69.0,56.0,9/3/2006,Sep,15,Sun,246,True,,False
1024144,652.0,69.0,56.0,9/3/2006,Sep,16,Sun,246,True,,False
1024145,669.0,68.0,57.0,9/3/2006,Sep,17,Sun,246,True,,False
1024146,676.0,67.0,57.0,9/3/2006,Sep,18,Sun,246,True,,False
1024147,681.0,66.0,57.0,9/3/2006,Sep,19,Sun,246,True,,False
1024148,688.0,64.0,59.0,9/3/2006,Sep,20,Sun,246,True,,False
1024149,682.0,64.0,57.0,9/3/2006,Sep,21,Sun,246,True,,False
1024150,645.0,63.0,57.0,9/3/2006,Sep,22,Sun,246,True,,False
1024151,585.0,63.0,57.0,9/3/2006,Sep,23,Sun,246,True,,False
1024152,545.0,63.0,61.0,9/3/2006,Sep,24,Sun,246,True,,False
1024153,500.0,61.0,61.0,9/4/2006,Sep,1,Mon,247,False,Labor Day,True
1024154,483.0,61.0,61.0,9/4/2006,Sep,2,Mon,247,False,Labor Day,True
1024155,471.0,61.0,59.0,9/4/2006,Sep,3,Mon,247,False,Labor Day,True
1024156,466.0,61.0,59.0,9/4/2006,Sep,4,Mon,247,False,Labor Day,True
1024157,469.0,61.0,59.0,9/4/2006,Sep,5,Mon,247,False,Labor Day,True
1024158,485.0,61.0,59.0,9/4/2006,Sep,6,Mon,247,False,Labor Day,True
1024159,515.0,61.0,59.0,9/4/2006,Sep,7,Mon,247,False,Labor Day,True
1024160,560.0,61.0,57.0,9/4/2006,Sep,8,Mon,247,False,Labor Day,True
1024161,619.0,61.0,59.0,9/4/2006,Sep,9,Mon,247,False,Labor Day,True
1024162,674.0,64.0,59.0,9/4/2006,Sep,10,Mon,247,False,Labor Day,True
1024163,691.0,65.0,57.0,9/4/2006,Sep,11,Mon,247,False,Labor Day,True
1024164,694.0,64.0,57.0,9/4/2006,Sep,12,Mon,247,False,Labor Day,True
1024165,682.0,65.0,55.0,9/4/2006,Sep,13,Mon,247,False,Labor Day,True
1024166,671.0,66.0,55.0,9/4/2006,Sep,14,Mon,247,False,Labor Day,True
1024167,662.0,65.0,54.0,9/4/2006,Sep,15,Mon,247,False,Labor Day,True
1024168,665.0,65.0,55.0,9/4/2006,Sep,16,Mon,247,False,Labor Day,True
1024169,680.0,65.0,55.0,9/4/2006,Sep,17,Mon,247,False,Labor Day,True
1024170,701.0,64.0,58.0,9/4/2006,Sep,18,Mon,247,False,Labor Day,True
1024171,705.0,65.0,57.0,9/4/2006,Sep,19,Mon,247,False,Labor Day,True
1024172,720.0,65.0,56.0,9/4/2006,Sep,20,Mon,247,False,Labor Day,True
1024173,709.0,64.0,56.0,9/4/2006,Sep,21,Mon,247,False,Labor Day,True
1024174,657.0,64.0,55.0,9/4/2006,Sep,22,Mon,247,False,Labor Day,True
1024175,585.0,63.0,57.0,9/4/2006,Sep,23,Mon,247,False,Labor Day,True
1024176,543.0,63.0,57.0,9/4/2006,Sep,24,Mon,247,False,Labor Day,True
1024177,513.0,62.0,58.0,9/5/2006,Sep,1,Tue,248,False,,False
1024178,492.0,63.0,57.0,9/5/2006,Sep,2,Tue,248,False,,False
1024179,488.0,63.0,57.0,9/5/2006,Sep,3,Tue,248,False,,False
1024180,487.0,63.0,57.0,9/5/2006,Sep,4,Tue,248,False,,False
1024181,504.0,61.0,58.0,9/5/2006,Sep,5,Tue,248,False,,False
1024182,559.0,61.0,58.0,9/5/2006,Sep,6,Tue,248,False,,False
1024183,665.0,61.0,58.0,9/5/2006,Sep,7,Tue,248,False,,False
1024184,735.0,63.0,57.0,9/5/2006,Sep,8,Tue,248,False,,False
1024185,758.0,63.0,59.0,9/5/2006,Sep,9,Tue,248,False,,False
1024186,771.0,64.0,57.0,9/5/2006,Sep,10,Tue,248,False,,False
1024187,783.0,65.0,57.0,9/5/2006,Sep,11,Tue,248,False,,False
1024188,786.0,64.0,57.0,9/5/2006,Sep,12,Tue,248,False,,False
1024189,779.0,66.0,57.0,9/5/2006,Sep,13,Tue,248,False,,False
1024190,782.0,67.0,57.0,9/5/2006,Sep,14,Tue,248,False,,False
1024191,769.0,68.0,57.0,9/5/2006,Sep,15,Tue,248,False,,False
1024192,762.0,68.0,57.0,9/5/2006,Sep,16,Tue,248,False,,False
1024193,759.0,67.0,57.0,9/5/2006,Sep,17,Tue,248,False,,False
1024194,755.0,68.0,58.0,9/5/2006,Sep,18,Tue,248,False,,False
1024195,763.0,67.0,58.0,9/5/2006,Sep,19,Tue,248,False,,False
1024196,778.0,66.0,59.0,9/5/2006,Sep,20,Tue,248,False,,False
1024197,760.0,65.0,59.0,9/5/2006,Sep,21,Tue,248,False,,False
1024198,704.0,64.0,58.0,9/5/2006,Sep,22,Tue,248,False,,False
1024199,626.0,63.0,59.0,9/5/2006,Sep,23,Tue,248,False,,False
1024200,566.0,61.0,58.0,9/5/2006,Sep,24,Tue,248,False,,False
1024201,532.0,61.0,58.0,9/6/2006,Sep,1,Wed,249,False,,False
1024202,509.0,61.0,58.0,9/6/2006,Sep,2,Wed,249,False,,False
1024203,502.0,61.0,58.0,9/6/2006,Sep,3,Wed,249,False,,False
1024204,498.0,61.0,58.0,9/6/2006,Sep,4,Wed,249,False,,False
1024205,513.0,60.0,58.0,9/6/2006,Sep,5,Wed,249,False,,False
1024206,559.0,60.0,58.0,9/6/2006,Sep,6,Wed,249,False,,False
1024207,669.0,60.0,58.0,9/6/2006,Sep,7,Wed,249,False,,False
1024208,737.0,60.0,59.0,9/6/2006,Sep,8,Wed,249,False,,False
1024209,753.0,61.0,59.0,9/6/2006,Sep,9,Wed,249,False,,False
1024210,764.0,63.0,59.0,9/6/2006,Sep,10,Wed,249,False,,False
1024211,777.0,65.0,59.0,9/6/2006,Sep,11,Wed,249,False,,False
1024212,784.0,66.0,57.0,9/6/2006,Sep,12,Wed,249,False,,False
1024213,774.0,68.0,57.0,9/6/2006,Sep,13,Wed,249,False,,False
1024214,774.0,69.0,58.0,9/6/2006,Sep,14,Wed,249,False,,False
1024215,767.0,69.0,59.0,9/6/2006,Sep,15,Wed,249,False,,False
1024216,755.0,71.0,59.0,9/6/2006,Sep,16,Wed,249,False,,False
1024217,756.0,67.0,59.0,9/6/2006,Sep,17,Wed,249,False,,False
1024218,760.0,66.0,59.0,9/6/2006,Sep,18,Wed,249,False,,False
1024219,760.0,64.0,59.0,9/6/2006,Sep,19,Wed,249,False,,False
1024220,775.0,64.0,57.0,9/6/2006,Sep,20,Wed,249,False,,False
1024221,765.0,63.0,57.0,9/6/2006,Sep,21,Wed,249,False,,False
1024222,711.0,63.0,55.0,9/6/2006,Sep,22,Wed,249,False,,False
1024223,633.0,61.0,57.0,9/6/2006,Sep,23,Wed,249,False,,False
1024224,571.0,62.0,56.0,9/6/2006,Sep,24,Wed,249,False,,False
1024225,529.0,61.0,56.0,9/7/2006,Sep,1,Thu,250,False,,False
1024226,508.0,60.0,56.0,9/7/2006,Sep,2,Thu,250,False,,False
1024227,493.0,59.0,57.0,9/7/2006,Sep,3,Thu,250,False,,False
1024228,490.0,58.0,55.0,9/7/2006,Sep,4,Thu,250,False,,False
1024229,495.0,57.0,55.0,9/7/2006,Sep,5,Thu,250,False,,False
1024230,551.0,57.0,55.0,9/7/2006,Sep,6,Thu,250,False,,False
1024231,671.0,57.0,55.0,9/7/2006,Sep,7,Thu,250,False,,False
1024232,731.0,58.0,55.0,9/7/2006,Sep,8,Thu,250,False,,False
1024233,742.0,59.0,55.0,9/7/2006,Sep,9,Thu,250,False,,False
1024234,753.0,60.0,56.0,9/7/2006,Sep,10,Thu,250,False,,False
1024235,762.0,63.0,56.0,9/7/2006,Sep,11,Thu,250,False,,False
1024236,769.0,64.0,55.0,9/7/2006,Sep,12,Thu,250,False,,False
1024237,765.0,67.0,56.0,9/7/2006,Sep,13,Thu,250,False,,False
1024238,770.0,69.0,56.0,9/7/2006,Sep,14,Thu,250,False,,False
1024239,752.0,72.0,55.0,9/7/2006,Sep,15,Thu,250,False,,False
1024240,752.0,73.0,55.0,9/7/2006,Sep,16,Thu,250,False,,False
1024241,755.0,74.0,56.0,9/7/2006,Sep,17,Thu,250,False,,False
1024242,746.0,74.0,56.0,9/7/2006,Sep,18,Thu,250,False,,False
1024243,738.0,72.0,57.0,9/7/2006,Sep,19,Thu,250,False,,False
1024244,763.0,69.0,59.0,9/7/2006,Sep,20,Thu,250,False,,False
1024245,758.0,66.0,59.0,9/7/2006,Sep,21,Thu,250,False,,False
1024246,707.0,63.0,59.0,9/7/2006,Sep,22,Thu,250,False,,False
1024247,630.0,60.0,58.0,9/7/2006,Sep,23,Thu,250,False,,False
1024248,561.0,60.0,57.0,9/7/2006,Sep,24,Thu,250,False,,False
1024249,530.0,60.0,57.0,9/8/2006,Sep,1,Fri,251,False,,False
1024250,502.0,58.0,56.0,9/8/2006,Sep,2,Fri,251,False,,False
1024251,489.0,56.0,54.0,9/8/2006,Sep,3,Fri,251,False,,False
1024252,488.0,57.0,55.0,9/8/2006,Sep,4,Fri,251,False,,False
1024253,500.0,54.0,53.0,9/8/2006,Sep,5,Fri,251,False,,False
1024254,553.0,53.0,52.0,9/8/2006,Sep,6,Fri,251,False,,False
1024255,658.0,52.0,51.0,9/8/2006,Sep,7,Fri,251,False,,False
1024256,721.0,52.0,51.0,9/8/2006,Sep,8,Fri,251,False,,False
1024257,744.0,57.0,55.0,9/8/2006,Sep,9,Fri,251,False,,False
1024258,760.0,63.0,57.0,9/8/2006,Sep,10,Fri,251,False,,False
1024259,775.0,67.0,56.0,9/8/2006,Sep,11,Fri,251,False,,False
1024260,785.0,71.0,55.0,9/8/2006,Sep,12,Fri,251,False,,False
1024261,780.0,73.0,56.0,9/8/2006,Sep,13,Fri,251,False,,False
1024262,779.0,75.0,57.0,9/8/2006,Sep,14,Fri,251,False,,False
1024263,777.0,77.0,58.0,9/8/2006,Sep,15,Fri,251,False,,False
1024264,768.0,79.0,56.0,9/8/2006,Sep,16,Fri,251,False,,False
1024265,766.0,78.0,55.0,9/8/2006,Sep,17,Fri,251,False,,False
1024266,750.0,78.0,57.0,9/8/2006,Sep,18,Fri,251,False,,False
1024267,728.0,76.0,58.0,9/8/2006,Sep,19,Fri,251,False,,False
1024268,745.0,73.0,58.0,9/8/2006,Sep,20,Fri,251,False,,False
1024269,741.0,70.0,58.0,9/8/2006,Sep,21,Fri,251,False,,False
1024270,694.0,67.0,58.0,9/8/2006,Sep,22,Fri,251,False,,False
1024271,630.0,67.0,58.0,9/8/2006,Sep,23,Fri,251,False,,False
1024272,566.0,67.0,57.0,9/8/2006,Sep,24,Fri,251,False,,False
1024273,532.0,67.0,57.0,9/9/2006,Sep,1,Sat,252,True,,False
1024274,509.0,66.0,57.0,9/9/2006,Sep,2,Sat,252,True,,False
1024275,497.0,66.0,57.0,9/9/2006,Sep,3,Sat,252,True,,False
1024276,484.0,66.0,58.0,9/9/2006,Sep,4,Sat,252,True,,False
1024277,493.0,65.0,58.0,9/9/2006,Sep,5,Sat,252,True,,False
1024278,514.0,65.0,58.0,9/9/2006,Sep,6,Sat,252,True,,False
1024279,550.0,65.0,58.0,9/9/2006,Sep,7,Sat,252,True,,False
1024280,605.0,65.0,57.0,9/9/2006,Sep,8,Sat,252,True,,False
1024281,655.0,65.0,57.0,9/9/2006,Sep,9,Sat,252,True,,False
1024282,687.0,66.0,58.0,9/9/2006,Sep,10,Sat,252,True,,False
1024283,699.0,68.0,58.0,9/9/2006,Sep,11,Sat,252,True,,False
1024284,698.0,73.0,60.0,9/9/2006,Sep,12,Sat,252,True,,False
1024285,694.0,73.0,59.0,9/9/2006,Sep,13,Sat,252,True,,False
1024286,689.0,73.0,59.0,9/9/2006,Sep,14,Sat,252,True,,False
1024287,688.0,64.0,61.0,9/9/2006,Sep,15,Sat,252,True,,False
1024288,690.0,61.0,57.0,9/9/2006,Sep,16,Sat,252,True,,False
1024289,693.0,57.0,54.0,9/9/2006,Sep,17,Sat,252,True,,False
1024290,704.0,55.0,54.0,9/9/2006,Sep,18,Sat,252,True,,False
1024291,687.0,55.0,54.0,9/9/2006,Sep,19,Sat,252,True,,False
1024292,696.0,54.0,52.0,9/9/2006,Sep,20,Sat,252,True,,False
1024293,678.0,54.0,51.0,9/9/2006,Sep,21,Sat,252,True,,False
1024294,637.0,54.0,50.0,9/9/2006,Sep,22,Sat,252,True,,False
1024295,579.0,53.0,50.0,9/9/2006,Sep,23,Sat,252,True,,False
1024296,533.0,54.0,50.0,9/9/2006,Sep,24,Sat,252,True,,False
1024297,493.0,53.0,49.0,9/10/2006,Sep,1,Sun,253,True,,False
1024298,475.0,52.0,49.0,9/10/2006,Sep,2,Sun,253,True,,False
1024299,459.0,51.0,48.0,9/10/2006,Sep,3,Sun,253,True,,False
1024300,456.0,51.0,48.0,9/10/2006,Sep,4,Sun,253,True,,False
1024301,458.0,50.0,47.0,9/10/2006,Sep,5,Sun,253,True,,False
1024302,472.0,48.0,46.0,9/10/2006,Sep,6,Sun,253,True,,False
1024303,500.0,46.0,46.0,9/10/2006,Sep,7,Sun,253,True,,False
1024304,541.0,46.0,46.0,9/10/2006,Sep,8,Sun,253,True,,False
1024305,595.0,49.0,47.0,9/10/2006,Sep,9,Sun,253,True,,False
1024306,628.0,52.0,47.0,9/10/2006,Sep,10,Sun,253,True,,False
1024307,642.0,54.0,45.0,9/10/2006,Sep,11,Sun,253,True,,False
1024308,644.0,57.0,44.0,9/10/2006,Sep,12,Sun,253,True,,False
1024309,638.0,61.0,40.0,9/10/2006,Sep,13,Sun,253,True,,False
1024310,631.0,60.0,41.0,9/10/2006,Sep,14,Sun,253,True,,False
1024311,623.0,61.0,38.0,9/10/2006,Sep,15,Sun,253,True,,False
1024312,620.0,61.0,38.0,9/10/2006,Sep,16,Sun,253,True,,False
1024313,639.0,61.0,37.0,9/10/2006,Sep,17,Sun,253,True,,False
1024314,656.0,63.0,38.0,9/10/2006,Sep,18,Sun,253,True,,False
1024315,665.0,60.0,38.0,9/10/2006,Sep,19,Sun,253,True,,False
1024316,690.0,56.0,39.0,9/10/2006,Sep,20,Sun,253,True,,False
1024317,686.0,52.0,40.0,9/10/2006,Sep,21,Sun,253,True,,False
1024318,628.0,49.0,41.0,9/10/2006,Sep,22,Sun,253,True,,False
1024319,560.0,47.0,41.0,9/10/2006,Sep,23,Sun,253,True,,False
1024320,517.0,45.0,41.0,9/10/2006,Sep,24,Sun,253,True,,False
1024321,489.0,44.0,41.0,9/11/2006,Sep,1,Mon,254,False,,False
1024322,474.0,43.0,41.0,9/11/2006,Sep,2,Mon,254,False,,False
1024323,464.0,42.0,40.0,9/11/2006,Sep,3,Mon,254,False,,False
1024324,466.0,40.0,38.0,9/11/2006,Sep,4,Mon,254,False,,False
1024325,483.0,41.0,38.0,9/11/2006,Sep,5,Mon,254,False,,False
1024326,529.0,39.0,37.0,9/11/2006,Sep,6,Mon,254,False,,False
1024327,640.0,40.0,37.0,9/11/2006,Sep,7,Mon,254,False,,False
1024328,704.0,39.0,37.0,9/11/2006,Sep,8,Mon,254,False,,False
1024329,716.0,45.0,41.0,9/11/2006,Sep,9,Mon,254,False,,False
1024330,726.0,48.0,42.0,9/11/2006,Sep,10,Mon,254,False,,False
1024331,731.0,53.0,43.0,9/11/2006,Sep,11,Mon,254,False,,False
1024332,737.0,57.0,41.0,9/11/2006,Sep,12,Mon,254,False,,False
1024333,733.0,61.0,41.0,9/11/2006,Sep,13,Mon,254,False,,False
1024334,729.0,64.0,39.0,9/11/2006,Sep,14,Mon,254,False,,False
1024335,720.0,62.0,43.0,9/11/2006,Sep,15,Mon,254,False,,False
1024336,715.0,64.0,39.0,9/11/2006,Sep,16,Mon,254,False,,False
1024337,718.0,66.0,41.0,9/11/2006,Sep,17,Mon,254,False,,False
1024338,721.0,64.0,40.0,9/11/2006,Sep,18,Mon,254,False,,False
1024339,728.0,63.0,40.0,9/11/2006,Sep,19,Mon,254,False,,False
1024340,753.0,59.0,42.0,9/11/2006,Sep,20,Mon,254,False,,False
1024341,742.0,57.0,42.0,9/11/2006,Sep,21,Mon,254,False,,False
1024342,685.0,53.0,44.0,9/11/2006,Sep,22,Mon,254,False,,False
1024343,601.0,49.0,45.0,9/11/2006,Sep,23,Mon,254,False,,False
1024344,549.0,47.0,44.0,9/11/2006,Sep,24,Mon,254,False,,False
1024345,517.0,47.0,44.0,9/12/2006,Sep,1,Tue,255,False,,False
1024346,497.0,45.0,43.0,9/12/2006,Sep,2,Tue,255,False,,False
1024347,481.0,45.0,42.0,9/12/2006,Sep,3,Tue,255,False,,False
1024348,485.0,43.0,41.0,9/12/2006,Sep,4,Tue,255,False,,False
1024349,500.0,42.0,40.0,9/12/2006,Sep,5,Tue,255,False,,False
1024350,554.0,42.0,40.0,9/12/2006,Sep,6,Tue,255,False,,False
1024351,662.0,41.0,40.0,9/12/2006,Sep,7,Tue,255,False,,False
1024352,718.0,41.0,39.0,9/12/2006,Sep,8,Tue,255,False,,False
1024353,728.0,45.0,41.0,9/12/2006,Sep,9,Tue,255,False,,False
1024354,728.0,50.0,44.0,9/12/2006,Sep,10,Tue,255,False,,False
1024355,731.0,56.0,45.0,9/12/2006,Sep,11,Tue,255,False,,False
1024356,734.0,59.0,45.0,9/12/2006,Sep,12,Tue,255,False,,False
1024357,732.0,63.0,41.0,9/12/2006,Sep,13,Tue,255,False,,False
1024358,736.0,66.0,43.0,9/12/2006,Sep,14,Tue,255,False,,False
1024359,727.0,66.0,44.0,9/12/2006,Sep,15,Tue,255,False,,False
1024360,717.0,67.0,40.0,9/12/2006,Sep,16,Tue,255,False,,False
1024361,719.0,67.0,41.0,9/12/2006,Sep,17,Tue,255,False,,False
1024362,719.0,67.0,43.0,9/12/2006,Sep,18,Tue,255,False,,False
1024363,728.0,65.0,43.0,9/12/2006,Sep,19,Tue,255,False,,False
1024364,756.0,62.0,45.0,9/12/2006,Sep,20,Tue,255,False,,False
1024365,742.0,57.0,48.0,9/12/2006,Sep,21,Tue,255,False,,False
1024366,689.0,54.0,49.0,9/12/2006,Sep,22,Tue,255,False,,False
1024367,606.0,50.0,48.0,9/12/2006,Sep,23,Tue,255,False,,False
1024368,550.0,50.0,46.0,9/12/2006,Sep,24,Tue,255,False,,False
1024369,513.0,49.0,46.0,9/13/2006,Sep,1,Wed,256,False,,False
1024370,494.0,48.0,45.0,9/13/2006,Sep,2,Wed,256,False,,False
1024371,481.0,48.0,45.0,9/13/2006,Sep,3,Wed,256,False,,False
1024372,484.0,48.0,45.0,9/13/2006,Sep,4,Wed,256,False,,False
1024373,503.0,48.0,45.0,9/13/2006,Sep,5,Wed,256,False,,False
1024374,550.0,49.0,45.0,9/13/2006,Sep,6,Wed,256,False,,False
1024375,663.0,48.0,45.0,9/13/2006,Sep,7,Wed,256,False,,False
1024376,731.0,49.0,46.0,9/13/2006,Sep,8,Wed,256,False,,False
1024377,734.0,54.0,47.0,9/13/2006,Sep,9,Wed,256,False,,False
1024378,741.0,55.0,47.0,9/13/2006,Sep,10,Wed,256,False,,False
1024379,745.0,55.0,49.0,9/13/2006,Sep,11,Wed,256,False,,False
1024380,747.0,56.0,49.0,9/13/2006,Sep,12,Wed,256,False,,False
1024381,744.0,58.0,49.0,9/13/2006,Sep,13,Wed,256,False,,False
1024382,742.0,57.0,48.0,9/13/2006,Sep,14,Wed,256,False,,False
1024383,736.0,57.0,49.0,9/13/2006,Sep,15,Wed,256,False,,False
1024384,729.0,57.0,53.0,9/13/2006,Sep,16,Wed,256,False,,False
1024385,737.0,57.0,50.0,9/13/2006,Sep,17,Wed,256,False,,False
1024386,748.0,56.0,51.0,9/13/2006,Sep,18,Wed,256,False,,False
1024387,755.0,56.0,52.0,9/13/2006,Sep,19,Wed,256,False,,False
1024388,765.0,56.0,53.0,9/13/2006,Sep,20,Wed,256,False,,False
1024389,743.0,56.0,53.0,9/13/2006,Sep,21,Wed,256,False,,False
